customer_id,CAC,industry,company_size,LTV,Monthly_Revenue,plan_name,billing_frequency,Total_Revenue,Avg_Sentiment_Score,Active_Days,Usage_Events,Usage_Score,latest_end,Churned,LTV_CAC_Ratio,CAC_Payback_Months,Customer_Health_Score
1f3017ea-e2c2-4b4e-a499-afdee8cf3b56,29.06,Technology,Large (201-1000),223960.54,2030.43,Business,annual,34075.2,0.25,2991,2993,1.0,2025-06-04,0,7706.83,0.0,0.77
1f6f95f5-cee5-4e20-9d96-286b1ef046be,494.33,Manufacturing,Startup (1-10),2744.71,130.5,Starter,annual,313.2,0.0,1282,1283,1.0,2024-06-02,1,5.55,3.8,0.5
1f89c0bf-2f8d-4f09-95e5-a8132a77d765,54.78,Real Estate,Small (11-50),3074.94,58.0,Starter,monthly,1537.0,-1.0,763,763,1.0,2026-04-27,0,56.13,0.9,0.4
1faa82ef-565b-4bda-937f-6828273bab92,312.63,Finance,Large (201-1000),3087686.79,9673.67,Enterprise,monthly,203728.0,-1.0,17868,17950,1.0,2027-05-18,0,9876.49,0.0,0.4
200a7ba1-7135-47bd-84c2-383155a0a2f9,102.53,Non-profit,Medium (51-200),67707.17,616.46,Professional,annual,29595.6,0.0,3154,3156,1.0,2025-12-21,0,660.36,0.2,0.7
201e155b-82a2-4645-9ac6-fea0b143fdfe,94.9,Technology,Large (201-1000),3175306.2,6008.19,Enterprise,annual,251502.0,1.0,11701,11717,1.0,2029-01-23,0,33459.5,0.0,1.0
20302102-1706-4694-a089-06da0641b9f9,102.09,Real Estate,Medium (51-200),50519.1,623.5,Professional,monthly,8689.0,0.67,1776,1780,1.0,2025-08-13,0,494.85,0.2,0.9
20760c5c-7d73-498b-a58d-095105fc42d3,912.83,Manufacturing,Large (201-1000),411841.63,551.93,Enterprise,annual,133719.0,0.0,18098,18134,1.0,2033-10-05,0,451.17,1.7,0.7
207a8abe-6c01-4836-b7ba-5ca32c17f735,100.83,Real Estate,Startup (1-10),5310.09,87.0,Starter,annual,2192.4,-1.0,885,885,1.0,2025-06-15,0,52.66,1.2,0.4
2092810e-4172-4124-8f99-15ecd5f23276,84.79,Marketing,Large (201-1000),2310706.09,6788.2,Enterprise,monthly,181168.0,0.0,20877,20975,1.0,2027-02-09,0,27252.11,0.0,0.7
20ef89f7-d908-4496-b1c9-b0d68a5d7d16,494.09,Non-profit,Large (201-1000),170008.13,875.0,Enterprise,monthly,48310.0,1.0,7585,7597,1.0,2027-11-23,0,344.08,0.6,1.0
20f4a338-8ed8-4066-a940-61f6aaa8e5e0,512.83,Consulting,Large (201-1000),225477.68,2045.2,Business,annual,33542.4,,19273,19338,1.0,2029-09-07,0,439.67,0.3,0.7
211dc715-bdd3-4b71-8a56-9a0c13e8d852,78.45,Marketing,Medium (51-200),3685261.65,9921.25,Business,monthly,190574.0,0.0,17782,17832,1.0,2027-12-05,0,46975.93,0.0,0.7
2122d0e7-af87-498e-84bc-1d87fdd0b2d9,311.36,Legal,Medium (51-200),59098.36,413.6,Business,monthly,19926.0,-0.5,3515,3519,1.0,2027-08-07,0,189.81,0.8,0.55
212da6c5-a175-4445-9f93-fcec1843acd6,241.37,Technology,Medium (51-200),1265302.99,7858.24,Business,annual,63225.6,,12202,12243,1.0,2027-02-23,0,5242.17,0.0,0.7
2152d842-16c4-4644-b058-4c25176bda32,83.05,Marketing,Large (201-1000),1996086.58,7412.57,Enterprise,monthly,145507.0,-0.25,19807,19911,1.01,2027-06-22,0,24034.76,0.0,0.63
21894df6-221e-4db8-aca1-f2fe68cf3ba0,225.49,Non-profit,Enterprise (1000+),79561.79,3294.94,Business,annual,22082.4,0.0,3470,3483,1.0,2023-12-08,1,352.84,0.1,0.5
2211c649-ef3a-4c0d-80ba-5a540af50f8d,93.79,Finance,Medium (51-200),6528.68,112.33,Professional,monthly,3042.0,0.0,1989,1990,1.0,2026-08-22,0,69.61,0.8,0.7
22a4f949-c8c2-4782-8e61-879ec780818e,300.46,Technology,Large (201-1000),16377.03,832.0,Business,monthly,8131.0,1.0,1018,1019,1.0,2024-10-28,1,54.51,0.4,0.8
22b0efc4-a978-460f-aaad-5bacd9a65961,78.73,Technology,Startup (1-10),720.81,42.67,Starter,monthly,758.0,,298,299,1.0,2024-04-16,1,9.16,1.8,0.5
22bdfbae-70ca-4510-8208-f154c3091cbf,69.44,Manufacturing,Startup (1-10),7324.55,64.25,Starter,monthly,3022.0,-0.5,909,909,1.0,2027-01-17,0,105.48,1.1,0.55
230d52d0-c6fb-4fc3-9b53-9d5bd20613f0,626.88,Consulting,Large (201-1000),74687.27,1319.83,Enterprise,monthly,19552.0,-1.0,2543,2546,1.0,2025-07-20,0,119.14,0.5,0.4
235e5de5-9ad5-42cc-ba9d-4c18c9926a8c,665.76,Legal,Large (201-1000),267063.36,2361.75,Enterprise,annual,27084.0,,20712,20861,1.01,2028-01-26,0,401.14,0.3,0.71
23901c22-5ec3-4deb-998b-6e0ef738fade,84.26,Technology,Small (11-50),211.42,29.0,Starter,monthly,232.0,0.0,197,197,1.0,2024-11-16,1,2.51,2.9,0.5
23cb13af-6f85-4be2-bb5b-5d34a3adfaa3,181.01,Technology,Enterprise (1000+),6709594.62,18602.3,Business,annual,211269.6,-1.0,22514,22645,1.01,2027-02-06,0,37067.54,0.0,0.41
23e019c6-2671-45a8-90c4-4490eb0de3c7,108.84,Real Estate,Medium (51-200),6846.78,237.55,Business,annual,4711.2,-0.25,1179,1182,1.0,2023-04-20,1,62.91,0.5,0.43
2437c20e-4f27-4dad-a019-1bfc896cde48,232.44,Finance,Small (11-50),0.0,87.0,Starter,monthly,29.0,-0.67,40,40,1.0,2022-11-30,1,0.0,2.7,0.3
243c54ac-34aa-4bdd-a518-38711e7899e2,206.59,Retail,Small (11-50),-247.25,134.33,Professional,monthly,256.0,-1.0,302,302,1.0,2025-03-21,1,-1.2,1.5,0.2
24af4c6e-2da8-4f1d-b30e-3c38d5f21f9e,100.04,Finance,Startup (1-10),2996.95,69.6,Professional,annual,3705.6,-1.0,1309,1309,1.0,2026-04-08,0,29.96,1.4,0.4
24d03c5d-ba6e-474e-a767-31bbdfe63a62,170.15,Consulting,Enterprise (1000+),493036.45,1408.83,Enterprise,monthly,81112.0,-1.0,17161,17223,1.0,2029-09-01,0,2897.66,0.1,0.4
251652e6-b9c9-4ceb-a82f-c12f3c9ba9ec,314.39,Finance,Small (11-50),202.91,26.1,Starter,annual,313.2,0.0,235,235,1.0,2024-08-05,1,0.65,12.0,0.5
2589236d-4d03-4ad2-8738-08e61a522a1a,135.42,Marketing,Enterprise (1000+),-26.04,52.1,Business,annual,950.4,-0.25,169,169,1.0,2023-05-04,1,-0.19,2.6,0.43
260d5e15-db4b-4adf-b7af-799d2caccd63,242.1,Consulting,Small (11-50),58845.26,233.05,Professional,annual,22544.4,,3277,3278,1.0,2029-02-01,0,243.06,1.0,0.7
2633eb81-abaf-4b9e-b6be-0fd5f4be2b93,126.84,Real Estate,Medium (51-200),47.42,49.0,Professional,monthly,49.0,-1.0,104,104,1.0,2023-05-11,1,0.37,2.6,0.2
272476fe-cde2-4ac0-9ebd-9de2ae3b737f,80.33,Healthcare,Small (11-50),10138.71,182.5,Professional,monthly,4102.0,,2211,2213,1.0,2026-09-25,0,126.21,0.4,0.7
272ea241-1b05-4c4e-9f86-9b77a61e4f11,25.31,Media,Small (11-50),2863.62,89.7,Starter,annual,2426.4,1.0,514,514,1.0,2025-02-12,1,113.14,0.3,0.8
2734076d-a910-47cf-b9bb-e9c7cb312df4,77.27,Education,Medium (51-200),-687.1,557.0,Professional,monthly,169.0,0.0,152,152,1.0,2022-03-17,1,-8.89,0.1,0.5
27614924-a3f6-4e3b-ba4b-695dba5f0991,177.6,Technology,Medium (51-200),902.96,89.37,Professional,annual,1605.6,0.0,503,503,1.0,2022-12-04,1,5.08,2.0,0.5
282dae15-5fba-4204-a966-5358b323fb0a,48.14,Consulting,Small (11-50),1324.65,101.5,Starter,monthly,522.0,-1.0,480,480,1.0,2024-01-20,1,27.52,0.5,0.2
283ebf66-5781-44a3-9d48-897775354c6e,131.03,Legal,Large (201-1000),7890.94,267.5,Business,monthly,3982.0,,903,904,1.0,2025-05-22,1,60.22,0.5,0.5
288da61d-5350-4876-ad04-a7e3b00b99fc,173.73,Healthcare,Medium (51-200),2794.23,339.67,Business,monthly,1291.0,-0.33,891,892,1.0,2023-10-16,1,16.08,0.5,0.4
28b2f3c9-27d6-4f6a-b599-29f15d3259ee,63.9,Non-profit,Enterprise (1000+),261654.74,5203.04,Enterprise,annual,4200.0,0.0,,,,2025-09-29,0,4094.75,0.0,0.2
28b8a442-d75e-4a21-a9be-80809ebefbe3,122.45,Non-profit,Large (201-1000),33093.06,356.67,Business,monthly,7094.0,-0.33,6660,6672,1.0,2027-06-28,0,270.26,0.3,0.6
28d27f89-cc01-41d1-8930-96279e2c33c1,127.24,Real Estate,Enterprise (1000+),2671198.79,7886.09,Business,annual,139632.0,0.0,11465,11500,1.0,2027-05-13,0,20993.39,0.0,0.7
28e3cc01-d13a-45f6-910f-f1e5ac242f69,115.86,Marketing,Large (201-1000),552749.19,6631.5,Enterprise,monthly,1050.0,,,,,2024-08-02,1,4770.84,0.0,0.0
29061e51-04e5-4ee2-b9af-0f17866d0a68,84.48,Education,Small (11-50),119.83,42.03,Starter,annual,1213.2,-1.0,123,123,1.0,2023-08-13,1,1.42,2.0,0.2
291cabb4-0d10-4e09-804c-aca0584249a9,248.19,Manufacturing,Small (11-50),0.0,29.0,Starter,monthly,29.0,1.0,24,24,1.0,2024-02-05,1,0.0,8.6,0.8
299622e0-5843-40b2-87be-67e280c2c333,192.13,Healthcare,Medium (51-200),6612.08,79.4,Professional,annual,3811.2,0.0,3834,3840,1.0,2029-05-24,0,34.41,2.4,0.7
2a05a23d-dab3-44cd-a03a-f08bc3971b18,30.95,Non-profit,Large (201-1000),1115008.26,3519.0,Enterprise,monthly,111875.0,0.0,14484,14538,1.0,2028-06-04,0,36026.12,0.0,0.7
2a1f0e5a-bc32-4bb1-a022-4e5a75a9e7d9,54.53,Manufacturing,Large (201-1000),500514.58,2334.0,Business,monthly,51313.0,0.0,3933,3937,1.0,2026-06-17,0,9178.7,0.0,0.7
2a243373-8f79-4730-a66c-72c67c23e034,123.06,Real Estate,Enterprise (1000+),256856.38,8090.88,Business,annual,28992.0,-0.5,5347,5368,1.0,2025-01-17,1,2087.25,0.0,0.35
2b02d878-2287-4069-bc14-36f00d2dbf02,139.83,Manufacturing,Small (11-50),3445.16,64.5,Starter,monthly,3504.0,0.0,1961,1962,1.0,2031-06-03,0,24.64,2.2,0.7
2b1d6347-862e-479a-93e0-ce9ffc579513,94.81,Non-profit,Medium (51-200),74204.23,930.33,Business,monthly,8775.0,0.0,7554,7577,1.0,2026-12-28,0,782.66,0.1,0.7
2b5129df-7027-47a1-8846-80b4eed225c4,140.81,Real Estate,Startup (1-10),1427.61,50.39,Starter,annual,2379.0,0.0,474,474,1.0,2024-07-26,1,10.14,2.8,0.5
2b737668-2c12-41db-86d9-aec24b79ab74,160.39,Education,Enterprise (1000+),160705.74,631.83,Enterprise,annual,51045.0,0.75,13596,13618,1.0,2031-11-12,0,1001.97,0.3,0.93
2c0aa592-4721-4bcc-ba5b-7fdc655e3709,93.79,Media,Medium (51-200),38008.76,420.5,Professional,monthly,7182.0,0.0,1817,1817,1.0,2025-08-01,0,405.25,0.2,0.7
2c463fc9-ba6f-4ab8-9db1-39d410a2d166,130.79,Education,Large (201-1000),1.558625181E7,12802.93,Enterprise,monthly,822076.0,-0.5,23315,23366,1.0,2031-03-27,0,119170.06,0.0,0.55
2c4e60f0-cb00-4133-87a4-aaf08188aef2,37.34,Consulting,Large (201-1000),1.081256194E7,15490.0,Enterprise,monthly,553455.0,,42263,42450,1.0,2031-05-25,0,289570.49,0.0,0.7
2ce4ff47-7216-4e51-93f3-00ecc1a087cf,97.55,Marketing,Enterprise (1000+),5763662.5,16517.43,Enterprise,annual,250107.0,0.0,35478,35775,1.01,2026-12-03,0,59084.19,0.0,0.71
2da38db1-62cb-4c33-9683-b2ada277e97d,169.55,Legal,Enterprise (1000+),363519.41,1419.63,Business,annual,49828.8,0.0,4918,4924,1.0,2027-12-11,0,2144.02,0.1,0.7
2daca5da-72e1-42d8-b66f-8d4a7a212520,108.35,Finance,Medium (51-200),9914.97,264.67,Professional,monthly,4986.0,,1253,1253,1.0,2025-10-22,0,91.51,0.4,0.7
2e4bf5f8-248f-4056-962c-c9fea3980746,513.06,Technology,Small (11-50),1297.52,101.5,Starter,monthly,493.0,1.0,495,495,1.0,2023-05-24,1,2.53,5.1,0.8
2e5e44d9-46de-42e4-80e6-1312a02c1ea6,92.62,Education,Small (11-50),802.97,49.0,Professional,monthly,784.0,0.0,884,884,1.0,2024-12-08,1,8.67,1.9,0.5
2e649b0e-1efd-4678-83ca-83dbfadd6b47,73.66,Legal,Startup (1-10),153.42,29.0,Starter,monthly,174.0,,149,149,1.0,2023-11-12,1,2.08,2.5,0.5
2ee3ebc8-044d-48a8-a15a-ddc9c49c6e12,54.7,Non-profit,Large (201-1000),-141.94,191.3,Business,annual,1430.4,-1.0,157,157,1.0,2022-04-30,1,-2.59,0.3,0.2
2eebbd64-17ec-440f-a849-1818f8c30903,98.6,Media,Enterprise (1000+),2771335.13,5742.11,Enterprise,annual,200826.0,0.0,32469,32618,1.0,2030-06-04,0,28106.85,0.0,0.7
2ef8e035-ca1f-4ed1-be4b-5e942b566007,257.78,Marketing,Startup (1-10),404.71,281.0,Professional,monthly,469.0,-1.0,268,268,1.0,2022-07-28,1,1.57,0.9,0.2
2f07868c-d670-4dd6-8dfe-85feb98cf0e3,855.63,Legal,Startup (1-10),1173.93,38.6,Starter,annual,1226.4,0.0,598,598,1.0,2026-04-16,0,1.37,22.2,0.7
2f14c1fb-eec9-44b0-a440-54c9d3827c16,178.03,Education,Large (201-1000),2854.74,712.6,Business,annual,6520.8,0.0,810,810,1.0,2023-12-27,1,16.04,0.2,0.5
2f1bed37-2ab2-484a-b192-b9ac6105ae8c,21.35,Media,Small (11-50),1004.81,396.5,Professional,monthly,542.0,-1.0,289,289,1.0,2023-07-11,1,47.06,0.1,0.2
2f2c116d-5bc0-431d-b6ad-b84aba088d5c,69.97,Technology,Enterprise (1000+),492187.14,5318.04,Enterprise,annual,1500.0,,,,,2024-08-17,1,7034.26,0.0,0.0
2f4d78ac-2a86-4012-9fe2-9e0d6bc85d23,152.99,Healthcare,Large (201-1000),439388.68,1102.31,Enterprise,annual,94770.0,1.0,34043,34176,1.0,2034-01-26,0,2872.01,0.1,1.0
2f7aa3bc-4f1b-421c-9297-b8a8ea2e9f71,160.48,Consulting,Medium (51-200),3353.17,201.45,Professional,annual,1611.6,-0.33,1538,1540,1.0,2026-02-10,0,20.89,0.8,0.6
2f81fffa-e617-41d0-bd19-322d8b1dff0c,45.99,Retail,Large (201-1000),3840.87,1836.33,Enterprise,monthly,1701.0,0.5,784,789,1.01,2022-03-24,1,83.52,0.0,0.66
2f8c5531-e111-4e2f-992f-d4fac1452381,265.23,Retail,Medium (51-200),5532.35,806.23,Professional,annual,2682.6,,746,747,1.0,2022-08-25,1,20.86,0.3,0.5
2f9201d9-3b77-4dfd-a697-75ac90270f7f,248.71,Non-profit,Medium (51-200),130029.74,2085.0,Business,monthly,18748.0,0.0,4660,4678,1.0,2025-09-11,0,522.82,0.1,0.7
2f926e8c-c4b0-4be4-abcf-bec6a7dd2eac,595.12,Finance,Small (11-50),638.19,39.15,Starter,annual,939.6,-1.0,319,319,1.0,2024-04-24,1,1.07,15.2,0.2
2fcd37e2-d50a-4a29-956a-7e50d68c9941,138.13,Media,Medium (51-200),348293.59,3633.36,Business,annual,36153.6,-1.0,8018,8036,1.0,2025-12-06,0,2521.49,0.0,0.4
2fdc3b93-1e89-4eab-af8c-4ff09fc3b48b,61.04,Non-profit,Startup (1-10),1089.42,79.16,Professional,annual,3799.8,-0.2,338,338,1.0,2025-04-09,1,17.85,0.8,0.44
2fde0357-b11d-479f-8bef-dd51739b5502,546.15,Manufacturing,Large (201-1000),197324.26,472.75,Enterprise,monthly,50568.0,-1.0,36207,36347,1.0,2034-10-23,0,361.3,1.2,0.4
2ff1081a-3e9a-4109-8ab3-dd2dca2b21c6,143.91,Finance,Small (11-50),-64.29,70.83,Professional,annual,499.8,,192,192,1.0,2024-10-15,1,-0.45,2.0,0.5
3008712c-d1f8-431d-a869-c061bbd32f8e,279.59,Finance,Enterprise (1000+),1193204.22,3903.42,Enterprise,annual,119763.0,0.67,10741,10765,1.0,2027-01-11,0,4267.69,0.1,0.9
31abb35d-8935-4be7-bbf4-be2a25add17f,52.66,Consulting,Startup (1-10),1641.78,87.0,Starter,monthly,667.0,0.0,357,357,1.0,2025-05-13,1,31.18,0.6,0.5
31af6c8f-8e2c-4e94-bac8-e1ed418d1627,28.06,Finance,Large (201-1000),217813.32,1793.83,Enterprise,monthly,41031.0,0.0,7868,7884,1.0,2026-03-12,0,7762.41,0.0,0.7
31b53161-8239-4cc2-ac6a-736cc043f8e2,157.16,Marketing,Small (11-50),1002.75,78.3,Starter,annual,939.6,-0.67,385,385,1.0,2023-07-24,1,6.38,2.0,0.3
31d05714-fc58-4f19-a92c-32168966c2fe,173.9,Technology,Medium (51-200),54524.8,969.17,Business,annual,13502.4,0.0,2893,2902,1.0,2025-07-16,0,313.54,0.2,0.7
321029b1-8020-4465-ae4d-29b8caaa1eb8,247.81,Marketing,Enterprise (1000+),1.068724632E7,10100.2,Business,monthly,435591.0,,30355,30451,1.0,2033-04-26,0,43126.78,0.0,0.7
3236c12f-268e-4c8d-913d-c60e1aa5d720,76.34,Real Estate,Medium (51-200),44593.81,232.75,Professional,monthly,13767.0,,2884,2885,1.0,2028-12-08,0,584.15,0.3,0.7
32669025-bd95-4f5a-8641-2aa1caabe5c4,297.58,Non-profit,Small (11-50),185913.11,3453.83,Professional,monthly,15850.0,0.0,2691,2698,1.0,2025-02-04,1,624.75,0.1,0.5
32e587f4-58ad-4de9-902c-3cb97eb0d80e,158.51,Healthcare,Large (201-1000),28787.61,1743.0,Business,monthly,3984.0,0.0,4198,4212,1.0,2026-03-21,0,181.61,0.1,0.7
3348c315-9f2c-47bd-a9f3-e33af02e4246,75.81,Retail,Large (201-1000),578215.91,2596.22,Business,monthly,57367.0,,6245,6259,1.0,2026-07-09,0,7627.17,0.0,0.7
33765c4d-e83c-4f06-b4ff-aad87f98600e,103.84,Non-profit,Medium (51-200),119.59,260.8,Professional,annual,1264.8,1.0,220,221,1.0,2022-11-02,1,1.15,0.4,0.8
33a2a56d-b7be-4b7b-b4ac-6e4cb72df385,102.25,Marketing,Large (201-1000),62891.71,175.25,Enterprise,annual,30654.0,0.0,25341,25408,1.0,2034-10-24,0,615.08,0.6,0.7
33a44db6-8b5d-4b0d-a733-32d2ad56a3ec,105.0,Finance,Startup (1-10),9994.35,583.08,Professional,annual,4914.6,0.0,1215,1215,1.0,2024-03-20,1,95.18,0.2,0.5
3465b7a9-6e0b-44b4-b6d2-d4b69c8725b3,246.44,Finance,Large (201-1000),2.7810585E7,27241.9,Enterprise,monthly,963943.0,1.0,72189,72732,1.01,2032-04-16,0,112849.31,0.0,1.01
34662353-5718-4606-994b-484dcd26042a,104.4,Healthcare,Small (11-50),12823.07,467.92,Professional,annual,4141.2,,1311,1312,1.0,2025-10-27,0,122.83,0.2,0.7
348e6d30-b72e-4ea7-9f7a-cbed2b99790d,80.59,Marketing,Startup (1-10),3474.1,77.75,Starter,annual,1539.6,0.0,1311,1311,1.0,2026-02-20,0,43.11,1.0,0.7
34acbe92-0cdf-4c32-a8b7-65cb51f32499,302.39,Marketing,Small (11-50),218.06,26.1,Starter,annual,313.2,-0.5,234,234,1.0,2025-01-14,1,0.72,11.6,0.35
34f16755-e6be-4c49-8bd1-5d680f55d415,187.04,Media,Enterprise (1000+),5870904.64,14468.46,Enterprise,annual,294267.0,,48351,48718,1.01,2029-11-15,0,31388.5,0.0,0.71
34f51860-2202-4010-98b9-39a438b8405e,247.37,Real Estate,Startup (1-10),1074.84,97.5,Starter,monthly,453.0,0.0,399,400,1.0,2025-03-12,1,4.35,2.5,0.5
3506e8da-4382-4c85-8ce5-40a97376bf2e,29.04,Marketing,Startup (1-10),1037.52,61.0,Starter,monthly,882.0,,314,314,1.0,2024-07-03,1,35.73,0.5,0.5
351406df-43df-434e-b2eb-4217aa297d47,438.39,Technology,Enterprise (1000+),2812573.84,8577.11,Enterprise,annual,220152.0,,15212,15259,1.0,2026-05-12,0,6415.69,0.1,0.7
35431a84-ed70-49b9-a93d-19ab23499c13,86.34,Non-profit,Large (201-1000),294350.9,4209.36,Enterprise,monthly,48244.0,,5035,5053,1.0,2024-01-24,1,3409.21,0.0,0.5
35724116-82da-49c0-9117-5debe72b45dc,172.04,Non-profit,Enterprise (1000+),935850.0,2207.2,Enterprise,annual,100056.0,0.0,42816,43078,1.01,2031-11-06,0,5439.72,0.1,0.71
358b7bd0-694a-4488-80c6-18de51806c39,44.59,Media,Startup (1-10),5597.2,602.03,Professional,annual,3435.6,-1.0,1253,1258,1.0,2023-06-04,1,125.53,0.1,0.2
35ab17af-2b73-4587-a526-e2fe9136d0de,95.17,Non-profit,Enterprise (1000+),2349861.23,9204.61,Enterprise,annual,171648.0,0.0,18341,18436,1.01,2025-12-05,0,24691.2,0.0,0.71
35adfe68-385f-4cd4-b787-f3b2478dcbdc,223.77,Finance,Startup (1-10),44.39,41.5,Starter,monthly,87.0,-1.0,118,118,1.0,2025-02-27,1,0.2,5.4,0.2
35cbf718-3569-45b1-9d50-d658ba760126,344.78,Consulting,Large (201-1000),2334895.19,7691.48,Enterprise,annual,168870.0,0.5,13299,13347,1.0,2026-06-14,0,6772.13,0.0,0.85
35e14762-79b1-4a20-87e4-7a2186591c35,59.1,Media,Small (11-50),541.04,41.5,Starter,monthly,357.0,,255,255,1.0,2025-03-28,1,9.15,1.4,0.5
3602549f-04cb-4371-96fc-84b7b28a6854,122.37,Legal,Enterprise (1000+),4996.1,76.4,Business,annual,7401.6,,3751,3756,1.0,2028-01-08,0,40.83,1.6,0.7
3605bfd2-91e2-4af6-b387-6821799a8ca1,121.03,Retail,Enterprise (1000+),8374.91,915.73,Business,annual,5971.2,0.0,1492,1497,1.0,2023-08-13,1,69.2,0.1,0.5
361cb64c-ff06-4c63-b28e-1aba57b4b8be,58.27,Technology,Large (201-1000),475625.66,5273.6,Business,annual,54326.4,-1.0,5424,5433,1.0,2024-12-21,1,8162.44,0.0,0.2
36631985-1fdd-4db3-b17b-69deb48d7e57,259.89,Consulting,Enterprise (1000+),125432.21,1573.1,Business,annual,11851.2,-1.0,12116,12155,1.0,2028-01-21,0,482.64,0.2,0.4
36766098-85b6-464a-8bfa-500d4633ef34,100.78,Consulting,Startup (1-10),51689.74,1274.5,Starter,monthly,6031.0,,1069,1069,1.0,2025-06-16,0,512.9,0.1,0.7
36a8bd68-d0fc-4203-964a-a644157e55b0,176.14,Manufacturing,Medium (51-200),516.87,74.5,Business,monthly,496.0,1.0,467,467,1.0,2024-02-18,1,2.93,2.4,0.8
36b2e5f7-2431-4f43-b31d-6f2770a48f3b,206.48,Consulting,Small (11-50),5151.55,66.33,Starter,monthly,2011.0,1.0,930,930,1.0,2026-04-24,0,24.95,3.1,1.0
36bd113a-4eeb-4291-b4e1-1c6edb5347eb,547.81,Technology,Enterprise (1000+),212403.87,1148.07,Business,annual,39254.4,,5131,5133,1.0,2027-07-04,0,387.73,0.5,0.7
36c87fa9-431c-4867-8507-b52777e72a53,48.1,Legal,Enterprise (1000+),7440463.2,32070.92,Enterprise,annual,205449.0,1.0,39915,40355,1.01,2027-07-14,0,154687.38,0.0,1.01
3708ad94-411f-41f9-9d82-17e088d8abde,387.99,Legal,Startup (1-10),141.59,113.23,Professional,annual,805.8,-0.5,189,190,1.01,2023-09-13,1,0.36,3.4,0.36
376796eb-d9d3-479e-a52d-06d138035e58,483.59,Real Estate,Medium (51-200),2773.08,52.1,Business,annual,3451.2,0.0,2833,2837,1.0,2027-06-12,0,5.73,9.3,0.7
37b66e7d-9f5f-43da-9fc5-69654e242d48,98.93,Non-profit,Large (201-1000),7056.62,1186.6,Enterprise,monthly,2265.0,0.0,1350,1354,1.0,2024-06-24,1,71.33,0.1,0.5
37d95f5d-569d-41dd-b0c5-6d34081a1b3d,624.34,Consulting,Enterprise (1000+),377014.59,865.68,Enterprise,annual,91263.0,0.0,11027,11046,1.0,2029-11-25,0,603.86,0.7,0.7
37de43ab-9925-4626-8237-a86b7c276027,114.74,Finance,Startup (1-10),1866.65,84.33,Starter,monthly,972.0,-0.8,421,421,1.0,2022-11-13,1,16.27,1.4,0.26
37e79c95-f409-4c6f-b207-df52576687c1,176.47,Marketing,Small (11-50),34.7,158.0,Starter,monthly,116.0,,184,184,1.0,2025-03-27,1,0.2,1.1,0.5
3804537a-a5f0-4a00-b81a-d87e8003ee5f,370.28,Legal,Small (11-50),56063.32,651.67,Starter,monthly,10171.0,-0.5,850,851,1.0,2025-08-25,0,151.41,0.6,0.55
3810c9c6-e4bb-400a-a515-1d4d61f0d488,714.64,Manufacturing,Large (201-1000),1012113.26,1493.67,Enterprise,monthly,163089.0,1.0,36095,36234,1.0,2033-12-16,0,1416.26,0.5,1.0
3811076d-e7b2-4d02-a29c-576a5e2415e3,187.13,Media,Enterprise (1000+),603699.75,6176.81,Enterprise,annual,37143.0,-1.0,20325,20525,1.01,2026-12-06,0,3226.1,0.0,0.41
38197900-7ec0-4fce-ad11-94e04f9cbecf,124.37,Manufacturing,Enterprise (1000+),25675.37,5584.87,Business,annual,10540.8,-0.25,1581,1586,1.0,2022-09-26,1,206.44,0.0,0.43
38980509-2b44-4896-af27-d59e4789a7f6,97.68,Healthcare,Large (201-1000),61952.96,7029.5,Business,monthly,2622.0,0.0,1551,1564,1.01,2025-01-13,1,634.24,0.0,0.51
38d883a6-3eb2-4521-af3f-dffe9779d873,300.95,Finance,Small (11-50),622.19,26.1,Starter,annual,626.4,-1.0,647,647,1.0,2026-12-02,0,2.07,11.5,0.4
38eaeb1b-711c-435f-87aa-c27834a76759,201.45,Retail,Small (11-50),1922.42,145.0,Starter,monthly,406.0,0.25,796,796,1.0,2025-11-12,0,9.54,1.4,0.77
390a71b6-20e7-478e-8820-93d2a8ffa514,484.11,Manufacturing,Medium (51-200),7177.29,164.0,Professional,monthly,4704.0,0.0,2718,2718,1.0,2027-03-15,0,14.83,3.0,0.7
39410d6e-8d62-40b1-90cd-08013f832f8b,127.8,Consulting,Medium (51-200),1710.65,186.0,Professional,monthly,971.0,0.0,343,343,1.0,2022-12-28,1,13.39,0.7,0.5
394ec9f8-64e3-44d0-9168-91bc76484231,175.24,Finance,Enterprise (1000+),3679.71,550.1,Business,annual,2450.4,0.67,1133,1137,1.0,2023-08-08,1,21.0,0.3,0.7
3987b04b-e317-4468-b64a-51e99d74a03f,77.12,Healthcare,Enterprise (1000+),2436264.84,7523.85,Business,monthly,136436.0,-1.0,6299,6302,1.0,2026-05-13,0,31590.57,0.0,0.4
39c401a2-7f87-44fa-ada3-217eb2f4882d,278.28,Healthcare,Large (201-1000),1603086.61,2506.5,Enterprise,monthly,217685.0,1.0,17971,18015,1.0,2033-08-20,0,5760.7,0.1,1.0
39da8aa0-3bf1-42ff-9786-d0770dd53409,408.92,Consulting,Medium (51-200),50253.22,1258.0,Professional,monthly,6380.0,-1.0,1445,1447,1.0,2024-08-25,1,122.89,0.3,0.2
39e91256-f3c3-4a88-9ed1-19b388767c1c,294.45,Education,Enterprise (1000+),6435985.9,17378.44,Enterprise,annual,331578.0,0.33,30012,30193,1.01,2028-01-16,0,21857.65,0.0,0.8
